"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"GSK3B","BOTH",-0.413,594,538,487.279461279461
"CUL1","BOTH",0.407,629,553,486.182829888712
"CUL4A","ORF",-0.616,585,533,485.622222222222
"PRPF8","BOTH",-0.154,660,564,481.963636363636
"CDK2","ORF",-1.376,610,541,479.804918032787
"EMD","BOTH",0.31,625,547,478.7344
"LRPPRC","BOTH",1.477,640,551,474.3765625
"KDM1A","BOTH",0.01,550,508,469.207272727273
"PIH1D1","BOTH",-2.013,586,524,468.559726962457
"TNIP2","ORF",-0.267,620,538,466.845161290323
"CAV1","BOTH",-4.517,564,513,466.61170212766
"EPHA2","NON_ORF",2.351,559,508,461.652951699463
"SNCA","ORF",3.193,555,506,461.326126126126
"MYH9","BOTH",0.104,569,512,460.710017574692
"RNF113A","ORF",0.21,587,520,460.647359454855
"CCDC8","ORF",0.744,552,504,460.173913043478
"TOP1","BOTH",2.327,575,513,457.685217391304
"CDH1","BOTH",-0.202,531,492,455.864406779661
"PTEN","BOTH",-3.516,551,500,453.720508166969
"RPN2","BOTH",-0.902,602,522,452.63122923588
"CUL4B","BOTH",-1.689,545,493,445.961467889908
"BTRC","ORF",-1.592,556,495,440.692446043165
"PINK1","BOTH",-0.048,535,485,439.672897196262
"VIM","BOTH",-0.293,563,497,438.737122557726
"UBE2O","ORF",-0.936,578,503,437.731833910035
"UBE2M","BOTH",-1.962,530,481,436.530188679245
"EWSR1","BOTH",-1.942,578,502,435.993079584775
"ACTC1","ORF",-2.102,540,485,435.601851851852
"FUS","BOTH",-0.142,561,494,435.001782531194
"PABPC1","BOTH",-0.973,569,497,434.11072056239
"HSPA9","BOTH",2.088,563,492,429.953818827709
"RC3H1","BOTH",0.529,562,490,427.224199288256
"YBX1","ORF",2.728,547,483,426.488117001828
"TUBB","ORF",5.447,537,478,425.482309124767
"PRKDC","BOTH",0.911,562,489,425.482206405694
"SSRP1","BOTH",1.273,553,485,425.361663652803
"MKI67","BOTH",6.836,525,472,424.350476190476
"CLTC","ORF",0.789,558,486,423.290322580645
"RC3H2","BOTH",-0.494,559,486,422.533094812165
"CIC","ORF",-1.123,508,462,420.165354330709
"RHOJ","BOTH",0.413,487,452,419.515400410678
"LYN","BOTH",2.011,528,470,418.371212121212
"BRD7","BOTH",0.47,507,460,417.357001972387
"LMNB1","ORF",4.117,526,468,416.395437262357
"U2AF2","BOTH",-0.817,543,475,415.515653775322
"EEF1A1","BOTH",-3.588,553,479,414.902350813743
"GNB2L1","BOTH",0.177,551,478,414.671506352087
"RPLP0","ORF",0.037,531,467,410.713747645951
"DDB1","BOTH",-1.728,511,458,410.497064579256
"LAMP1","BOTH",-2.927,515,459,409.08932038835
"RPL11","ORF",-2.893,564,480,408.510638297872
"RPS8","ORF",0.104,548,472,406.540145985401
"TRRAP","BOTH",-0.962,493,447,405.292089249493
"RPL7A","ORF",-0.725,550,471,403.347272727273
"RPS3A","BOTH",-0.779,537,465,402.653631284916
"ENO1","BOTH",2.246,533,462,400.457786116323
"DHX9","ORF",1.315,524,457,398.56679389313
"HSF1","ORF",2.535,490,440,395.102040816327
"UBQLN2","ORF",-1.11,493,440,392.697768762677
"CSNK2A2","BOTH",1.436,473,430,390.909090909091
"ZC3HAV1","BOTH",0.458,537,458,390.621973929237
"USP36","BOTH",-2.309,484,434,389.165289256198
"GJA1","ORF",-0.051,463,423,386.455723542117
"RPL5","ORF",-0.124,515,446,386.244660194175
"HSPA4","ORF",-0.356,497,438,386.004024144869
"FGFR1","ORF",-3.669,461,421,384.470715835141
"SNRNP40","ORF",-0.423,490,434,384.4
"RUVBL2","BOTH",1.282,500,438,383.688
"HIST2H2BE","ORF",0.708,467,423,383.145610278373
"AURKA","ORF",3.434,503,439,383.143141153082
"TRIM21","ORF",-1.596,485,431,383.012371134021
"SYNCRIP","BOTH",0.394,504,439,382.382936507937
"RPL6","BOTH",-0.374,511,442,382.317025440313
"FLNA","ORF",-1.982,501,437,381.175648702595
"MATR3","ORF",1.141,487,430,379.671457905544
"STX7","BOTH",-0.787,501,435,377.694610778443
"TRIM37","BOTH",-0.861,471,420,374.522292993631
"HRAS","BOTH",2.193,443,407,373.925507900677
"RHOD","ORF",1.024,446,408,373.237668161435
"SRPK2","ORF",-1.144,480,422,371.008333333333
"SNAI1","ORF",-1.751,429,398,369.240093240093
"ERBB2","BOTH",-3.326,437,401,367.965675057208
"GOLGA2","ORF",0.194,454,408,366.660792951542
"RPL19","ORF",0.383,502,429,366.615537848606
"HIST1H1C","ORF",0.466,465,412,365.040860215054
"IQGAP1","BOTH",-0.436,463,411,364.840172786177
"CCT2","ORF",1.893,452,406,364.681415929204
