"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"TOM1L2","BOTH",-2.559,52,42,33.9230769230769
"DCXR","ORF",-4.258,45,39,33.8
"TMX4","ORF",-2.658,60,45,33.75
"MED30","BOTH",3.275,50,41,33.62
"FZD10","BOTH",-2.421,43,38,33.5813953488372
"WBSCR22","ORF",2.748,43,38,33.5813953488372
"ITGB3","BOTH",-2.514,41,37,33.390243902439
"PIK3C2B","BOTH",2.186,41,37,33.390243902439
"POMGNT1","ORF",-1.974,58,44,33.3793103448276
"EFHC1","BOTH",3.182,39,36,33.2307692307692
"EYA1","ORF",-4.374,33,33,33
"NAPG","BOTH",-2.176,51,41,32.9607843137255
"SCP2","BOTH",-2.764,51,41,32.9607843137255
"CX3CL1","BOTH",-2.136,44,38,32.8181818181818
"TUSC3","BOTH",-3.187,49,40,32.6530612244898
"FEM1B","ORF",-2.542,42,37,32.5952380952381
"SNAP91","BOTH",2.409,42,37,32.5952380952381
"ENTPD6","ORF",-2.104,40,36,32.4
"ESRRG","ORF",-3.808,38,35,32.2368421052632
"GLB1L2","BOTH",-5.547,38,35,32.2368421052632
"LRIG1","ORF",-2.091,43,37,31.8372093023256
"GMDS","NON_ORF",-4.344,43,37,31.8372093023256
"ACP2","ORF",-2.597,43,37,31.8372093023256
"LIN52","NONE",-3.065,41,36,31.609756097561
"TRIM44","ORF",-2.861,39,35,31.4102564102564
"GPR56","ORF",-2.209,46,38,31.3913043478261
"NCEH1","ORF",1.968,59,43,31.3389830508475
"EPHA6","BOTH",-1.972,35,33,31.1142857142857
"IL1B","ORF",-2.036,35,33,31.1142857142857
"RYR2","BOTH",-3.087,35,33,31.1142857142857
"MEIS2","BOTH",-6.641,44,37,31.1136363636364
"ENPP1","ORF",2.53,42,36,30.8571428571429
"VPS41","BOTH",-2.378,42,36,30.8571428571429
"FUNDC2","BOTH",-2.98,60,43,30.8166666666667
"NOTCH3","BOTH",3.705,52,40,30.7692307692308
"ACTG2","BOTH",-3.4,40,35,30.625
"GTPBP2","BOTH",2.768,38,34,30.4210526315789
"MXI1","BOTH",-4.717,38,34,30.4210526315789
"MSRB2","NON_ORF",-3.187,38,34,30.4210526315789
"ALDH1A3","BOTH",-3.607,36,33,30.25
"PARD3B","BOTH",-2.026,36,33,30.25
"METTL9","BOTH",-2.59,34,32,30.1176470588235
"MYLIP","BOTH",2.065,34,32,30.1176470588235
"SFRP4","ORF",4.803,34,32,30.1176470588235
"SPI1","ORF",3.323,34,32,30.1176470588235
"RRAGC","BOTH",5.721,48,38,30.0833333333333
"NDRG2","BOTH",-2.655,41,35,29.8780487804878
"EGR1","BOTH",-2.705,39,34,29.6410256410256
"TSTA3","BOTH",2.123,39,34,29.6410256410256
"SLC30A4","BOTH",-2.951,44,36,29.4545454545455
"RRAS","ORF",-4.106,37,33,29.4324324324324
"TAOK3","BOTH",-2.549,37,33,29.4324324324324
"CGNL1","ORF",-2.018,35,32,29.2571428571429
"FAM168B","ORF",-2.076,35,32,29.2571428571429
"ELOVL2","BOTH",-2.378,47,37,29.1276595744681
"LIPH","ORF",-2.312,33,31,29.1212121212121
"FGF2","ORF",-3.638,33,31,29.1212121212121
"TBL1Y","BOTH",-3.417,31,30,29.0322580645161
"GP1BB","NONE",3.306,31,30,29.0322580645161
"CYB561","BOTH",-2.094,40,34,28.9
"ERCC1","BOTH",-3.719,40,34,28.9
"CAMK4","BOTH",-2.43,38,33,28.6578947368421
"PBX3","ORF",-2.027,38,33,28.6578947368421
"HPN","ORF",-2.389,38,33,28.6578947368421
"ANXA4","ORF",-3.089,36,32,28.4444444444444
"XBP1","BOTH",-2.817,36,32,28.4444444444444
"PDZK1","NON_ORF",2.593,36,32,28.4444444444444
"DPH1","ORF",-2.95,34,31,28.2647058823529
"WNT5A","BOTH",6.304,34,31,28.2647058823529
"SPARC","ORF",4.829,32,30,28.125
"TNFRSF19","BOTH",-2.534,30,29,28.0333333333333
"CHGB","BOTH",2.37,28,28,28
"UGT1A7","ORF",3.232,28,28,28
"SLC35C2","ORF",-2.501,49,37,27.9387755102041
"SEMA3C","BOTH",-3.601,44,35,27.8409090909091
"SNAI2","BOTH",-2.29,35,31,27.4571428571429
"TMEM55B","BOTH",-2.314,50,37,27.38
"TPCN2","BOTH",-2.595,33,30,27.2727272727273
"ZNF516","ORF",-2.925,40,33,27.225
"HOXA10","ORF",-1.997,31,29,27.1290322580645
"NKX3-1","BOTH",-4.545,31,29,27.1290322580645
"FES","BOTH",-2.591,29,28,27.0344827586207
"RAB32","ORF",2.648,48,36,27
"HIST1H4C","BOTH",3.164,38,32,26.9473684210526
"DIAPH2","ORF",-2.487,43,34,26.8837209302326
"ABCC5","BOTH",5.971,41,33,26.5609756097561
"RIPK3","BOTH",2.011,34,30,26.4705882352941
"FAR2","BOTH",2.71,34,30,26.4705882352941
"DOPEY2","NON_ORF",-2.499,39,32,26.2564102564103
"L1CAM","BOTH",-2.236,39,32,26.2564102564103
"CDH13","BOTH",2.288,30,28,26.1333333333333
"TROAP","BOTH",2.25,42,33,25.9285714285714
"PRKX","ORF",2.191,35,30,25.7142857142857
"AKR1C3","BOTH",3.7,33,29,25.4848484848485
"CKMT2","ORF",-2.839,33,29,25.4848484848485
"ANKRD40","ORF",-2.021,33,29,25.4848484848485
