"from","to"
"AURKA","ILF2"
"EWSR1","ILF2"
"ILF2","POU5F1"
"CHD3","ILF2"
"CHD4","ILF2"
"ILF2","RECQL4"
"ARAF","ILF2"
"ILF2","PICK1"
"ILF2","KIF14"
"ILF2","PRC1"
"FBXW7","ILF2"
"ILF2","KLF15"
"CAPZB","ILF2"
"HNRNPA2B1","ILF2"
"ILF2","PSPC1"
"ILF2","SNRPB"
"ILF2","SSRP1"
"ILF2","PRMT1"
"ILF2","PSMD14"
"ILF2","PPP1CA"
"BAP1","ILF2"
"ILF2","RUFY1"
"ILF2","STIP1"
"ILF2","TNIP1"
"CUL3","UBE2M"
"CUL5","UBE2M"
"RHOBTB1","UBE2M"
"COPS7B","UBE2M"
"GPS1","UBE2M"
"AARS","UBE2M"
"CAD","UBE2M"
"CAPZB","UBE2M"
"CDK2","UBE2M"
"CFL1","UBE2M"
"EIF4G1","UBE2M"
"ENO1","UBE2M"
"EWSR1","UBE2M"
"HDGF","UBE2M"
"HNRNPA2B1","UBE2M"
"PRMT1","UBE2M"
"HSP90AB1","UBE2M"
"KPNA2","UBE2M"
"MCM2","UBE2M"
"MCM5","UBE2M"
"P4HA1","UBE2M"
"PGK1","UBE2M"
"PPM1G","UBE2M"
"PRKCSH","UBE2M"
"PSMC3","UBE2M"
"PSMC4","UBE2M"
"PSMD2","UBE2M"
"PSMD11","UBE2M"
"PSMD13","UBE2M"
"RANGAP1","UBE2M"
"RPS18","UBE2M"
"SNRPB","UBE2M"
"DNAJC7","UBE2M"
"UBE2M","YWHAE"
"EIF3A","UBE2M"
"TRAP1","UBE2M"
"PRMT5","UBE2M"
"STIP1","UBE2M"
"COPE","UBE2M"
"PHB2","UBE2M"
"CCT5","UBE2M"
"NFKBIA","UBE2M"
"BAP1","UBE2M"
"CFL1","RAB7A"
"AP2M1","RAB7A"
"ATP6V0D1","RAB7A"
"FLOT1","RAB7A"
"PHB2","RAB7A"
"OGDH","RAB7A"
"DCTN4","RAB7A"
"RAB7A","TSC1"
"NOTCH2","RAB7A"
"PI4KA","RAB7A"
"RAB7A","VPS33B"
"RAB7A","SLC3A2"
"LEMD3","RAB7A"
"BET1","RAB7A"
"RAB7A","ST7"
"CHD3","RAB7A"
"CHD4","RAB7A"
"KIF14","RAB7A"
"NBR1","RAB7A"
"CAPZB","RAB7A"
"BAP1","RAB7A"
"RAB7A","STIP1"
"RAB7A","RECQL"
"RAB7A","RNF130"
"PHB2","TUBA1A"
"TTC4","TUBA1A"
"CCT6B","TUBA1A"
"ARAF","TUBA1A"
"PFKL","TUBA1A"
"CAD","TUBA1A"
"CCT5","TUBA1A"
"TUBA1A","TUFM"
"SLC25A1","TUBA1A"
"CENPJ","TUBA1A"
"ENO1","TUBA1A"
"PGK1","TUBA1A"
"PRMT1","TUBA1A"
"POU5F1","TUBA1A"
"GSK3B","TUBA1A"
"PLK1","TUBA1A"
"PKN1","TUBA1A"
"CUL3","TUBA1A"
"AP2M1","TUBA1A"
"TUBA1A","YWHAE"
"HSP90AB1","TUBA1A"
"AURKB","TUBA1A"
"RUFY1","TUBA1A"
"PRKCSH","TUBA1A"
"MCM2","TUBA1A"
"CHD3","TUBA1A"
"CHD4","TUBA1A"
"RECQL4","TUBA1A"
"AKT1","TUBA1A"
"PSMD14","TUBA1A"
"TIMM50","TUBA1A"
"MAP2K2","TUBA1A"
"EIF4ENIF1","TUBA1A"
"PRMT5","TUBA1A"
"RPS18","RPS24"
"AATF","RPS24"
"FTSJ3","RPS24"
"MYBBP1A","RPS24"
"NAT10","RPS24"
"GLTSCR2","RPS24"
"PPM1G","RPS24"
"RPS24","UTP3"
"RPL13","RPS24"
"RPS24","SUPT5H"
"CUL3","RPS24"
"CUL5","RPS24"
"CDK2","RPS24"
"RPS24","TUFM"
"NFIA","RPS24"
"PPP1CA","RPS24"
"RPS24","RPS28"
"CHD3","RPS24"
"CHD4","RPS24"
"RECQL4","RPS24"
"AURKB","RPS24"
"KIF14","RPS24"
"PRC1","RPS24"
"FBXW7","RPS24"
"NBR1","RPS24"
"CAPZB","RPS24"
"PSPC1","RPS24"
"BAP1","RPS24"
"RPS24","RUFY1"
"RPS24","STIP1"
"RPS24","TNIP1"
"RPL13","RPS11"
"RPL32","RPS11"
"NAT10","RPS11"
"BRD1","RPS11"
"PRMT5","RPS11"
"EIF4G1","RPS11"
"EIF3A","RPS11"
"RPS11","RPS18"
"RPS11","RPS28"
"HDGF","RPS11"
"CUL3","RPS11"
"CDK2","RPS11"
"RPS11","TUFM"
"MYBBP1A","RPS11"
"NFIA","RPS11"
"AURKA","RPS11"
"MCM2","RPS11"
"PPP2R2D","RPS11"
"CHD3","RPS11"
"CHD4","RPS11"
"RECQL4","RPS11"
"ARAF","RPS11"
"AURKB","RPS11"
"KIF14","RPS11"
"PRC1","RPS11"
"FBXW7","RPS11"
"KLF15","RPS11"
"CAPZB","RPS11"
"PSPC1","RPS11"
"IGF2BP3","RPS11"
"BAP1","RPS11"
"RPS11","RUFY1"
"RPS11","STIP1"
"RPS11","TNIP1"
"RPS20","RPS28"
"EIF3A","RPS20"
"RPS18","RPS20"
"RPL13","RPS20"
"RPS20","TUFM"
"FXR2","RPS20"
"MKRN2","RPS20"
"RPS20","UPF1"
"RPS20","USP10"
"IGF2BP3","RPS20"
"CUL3","RPS20"
"CUL5","RPS20"
"CDK2","RPS20"
"RPL32","RPS20"
"MCM2","RPS20"
"CHD3","RPS20"
"CHD4","RPS20"
"RECQL4","RPS20"
"AURKB","RPS20"
"KIF14","RPS20"
"PRC1","RPS20"
"FBXW7","RPS20"
"CAPZB","RPS20"
"PSPC1","RPS20"
"RPS20","TTC4"
"BAP1","RPS20"
"AATF","RPS20"
"RPS20","RUFY1"
"RPS20","TNIP1"
"HSP90AB1","RPS20"
"PGK1","RPS20"
"RPS18","RPS4X"
"RPS28","RPS4X"
"RPL32","RPS4X"
"MCM2","RPS4X"
"CUL3","RPS4X"
"CUL5","RPS4X"
"CDK2","RPS4X"
"RPL13","RPS4X"
"HSP90AB1","RPS4X"
"AURKA","RPS4X"
"AURKB","RPS4X"
"RPS4X","SLC25A1"
"CHD3","RPS4X"
"CHD4","RPS4X"
"RECQL4","RPS4X"
"ARAF","RPS4X"
"PPP1CA","RPS4X"
"KIF14","RPS4X"
"PRC1","RPS4X"
"NOTCH2","RPS4X"
"FBXW7","RPS4X"
"CAPZB","RPS4X"
"PSPC1","RPS4X"
"RPS4X","SSRP1"
"IGF2BP3","RPS4X"
"PRMT1","RPS4X"
"BAP1","RPS4X"
"RPS4X","RUFY1"
"RPS4X","STIP1"
"RPS4X","TNIP1"
"HIST1H2BH","RPS4X"
"PSMC3","PSMC5"
"PSMC4","PSMC5"
"PSMC5","PSMD2"
"PSMC5","PSMD13"
"PSMC5","PSMD11"
"PSMC5","PSMD14"
"PSMC5","RECQL"
"FOS","PSMC5"
"PSMC5","TPM3"
"PSMC5","PSME4"
"EIF4G1","PSMC5"
"PRMT1","PSMC5"
"MAP3K5","PSMC5"
"CUL3","PSMC5"
"CDK2","PSMC5"
"CAD","PSMC5"
"AKT1","PSMC5"
"BAP1","PSMC5"
"PSMC5","PTPN6"
"PSMC5","RECQL4"
"PSMC5","UBQLN4"
"ARNTL","PSMC5"
"KIF14","PSMC5"
"FBXW7","PSMC5"
"PRMT5","PSMC5"
"HMGA2","PSMC5"
"PSMC5","RUFY1"
"PSMC5","STIP1"
"PSMC5","RNF130"
"PRPF40A","RNPS1"
"CSNK2B","RNPS1"
"PRPF3","RNPS1"
"DDX41","RNPS1"
"ACIN1","RNPS1"
"RNPS1","UPF1"
"PRMT1","RNPS1"
"AQR","RNPS1"
"FOXK2","RNPS1"
"AP1B1","RNPS1"
"RNPS1","TAF4"
"CUL3","RNPS1"
"RNPS1","UBQLN4"
"MYBBP1A","RNPS1"
"CLK2","RNPS1"
"RECQL4","RNPS1"
"PICK1","RNPS1"
"KIF14","RNPS1"
"PRC1","RNPS1"
"RNF151","RNPS1"
"DAXX","RNPS1"
"RNF40","RNPS1"
"RNPS1","SNRPB"
"RNPS1","SSRP1"
"RNPS1","SUPT5H"
"AATF","RNPS1"
"ATAD3A","RNPS1"
"RPS25","RPS28"
"RPL13","RPS25"
"RPS18","RPS25"
"ACIN1","RPS25"
"POU5F1","RPS25"
"CUL3","RPS25"
"CUL5","RPS25"
"EIF3A","RPS25"
"AURKB","RPS25"
"EWSR1","RPS25"
"MCM2","RPS25"
"CHD3","RPS25"
"CHD4","RPS25"
"RECQL4","RPS25"
"ARAF","RPS25"
"FBXW7","RPS25"
"CAPZB","RPS25"
"PSPC1","RPS25"
"BAP1","RPS25"
"AATF","RPS25"
"EIF4G1","RPS25"
"RPS25","RUFY1"
"RPS25","STIP1"
"RPS25","TNIP1"
"ENO1","RPS25"
"ACLY","MCM2"
"ACLY","CS"
"ACLY","STIP1"
"ACLY","CUL3"
"ACLY","MCM7"
"ACLY","PLOD1"
"ACLY","EIF4G1"
"ACLY","TRAF2"
"ACLY","CUL5"
"ACLY","DBNL"
"ACLY","PSMD13"
"ACLY","GSK3B"
"ACLY","TERF2"
"ACLY","KPNA2"
"ACLY","PRMT1"
"ACLY","FBXW7"
"ACLY","PPP2R2B"
"ACLY","PPP2R2D"
"ACLY","RECQL4"
"ACLY","PPP1CA"
"ACLY","KIF14"
"ACLY","PSMD14"
"ACLY","SNRPB"
"ACLY","PSMC3"
"ACLY","HNRNPA2B1"
"ACLY","CCT5"
"ACLY","BAP1"
"ACLY","IRAK1"
"ACLY","PLK1"
"ACLY","RUFY1"
"ACLY","RNF130"
"ACLY","TNIP1"
"RAB5C","SMARCA4"
"ATP6V0D1","RAB5C"
"FLOT1","RAB5C"
"PHB2","RAB5C"
"BET1","RAB5C"
"LEMD3","RAB5C"
"NOTCH2","RAB5C"
"RAB5C","SLC3A2"
"RAB5C","TSC1"
"RAB5C","RUFY1"
"CDK2","RAB5C"
"RAB5C","RECQL4"
"POLR2C","RAB5C"
"NBR1","RAB5C"
"BAP1","RAB5C"
"RAB5C","STIP1"
"RAB5C","RNF130"
"PIN1","TRAF2"
"PIN1","PLK1"
"PIN1","SUPT5H"
"CDK2","PIN1"
"FBXW7","PIN1"
"DAXX","PIN1"
"AATF","PIN1"
"IRF3","PIN1"
"PIN1","TNIP1"
"FOS","PIN1"
"KIFC3","PIN1"
"PIN1","TRIM27"
"NFKBIA","PIN1"
"PIN1","UBQLN4"
"CFL1","PIN1"
"SF3B2","SNRPA1"
"AQR","SNRPA1"
"SNRPA1","SNRPB"
"ACIN1","SNRPA1"
"PRPF40A","SNRPA1"
"HNRNPA2B1","SNRPA1"
"PPP1CA","SNRPA1"
"CUL3","SNRPA1"
"PRPF4","SNRPA1"
"PRPF3","SNRPA1"
"MCM7","SNRPA1"
"MCM2","SNRPA1"
"POU5F1","SNRPA1"
"CHD3","SNRPA1"
"CHD4","SNRPA1"
"RECQL4","SNRPA1"
"PICK1","SNRPA1"
"BAP1","SNRPA1"
"PRMT1","SNRPA1"
"SNRPA1","STIP1"
"HNRNPA0","PSMD13"
"HNRNPA0","HNRNPA2B1"
"HNRNPA0","HSP90AB1"
"CUL3","HNRNPA0"
"CUL5","HNRNPA0"
"HNRNPA0","MYBBP1A"
"CHD3","HNRNPA0"
"CHD4","HNRNPA0"
"HNRNPA0","RECQL4"
"ARAF","HNRNPA0"
"HNRNPA0","SRC"
"HNRNPA0","KIF14"
"HNRNPA0","PRC1"
"FBXW7","HNRNPA0"
"CAPZB","HNRNPA0"
"HNRNPA0","PSPC1"
"HNRNPA0","SNRPB"
"HNRNPA0","SSRP1"
"HNRNPA0","UPF1"
"HNRNPA0","STIP1"
"HNRNPA0","TNIP1"
"PRMT1","UBAP2L"
"FXR2","UBAP2L"
"EIF4ENIF1","UBAP2L"
"KIAA0430","UBAP2L"
"UBAP2L","UPF1"
"UBAP2L","USP10"
"MKRN2","UBAP2L"
"SHMT2","UBAP2L"
"AP2M1","UBAP2L"
"RPL13","UBAP2L"
"CUL3","UBAP2L"
"MED15","UBAP2L"
"FBXW7","UBAP2L"
"UBAP2L","ZFP36"
"KIF14","UBAP2L"
"CAPZB","UBAP2L"
"HCFC1","UBAP2L"
"EWSR1","UBAP2L"
"BAP1","UBAP2L"
"RPL32","RPL34"
"RPL34","RPS18"
"HDGF","RPL34"
"CDK2","RPL34"
"RPL13","RPL34"
"MCM2","RPL34"
"RECQL4","RPL34"
"ARAF","RPL34"
"PTPN6","RPL34"
"AURKB","RPL34"
"KIF14","RPL34"
"PRC1","RPL34"
"POLR2C","RPL34"
"FBXW7","RPL34"
"E2F1","RPL34"
"GATA3","RPL34"
"CAPZB","RPL34"
"PSPC1","RPL34"
"CUL3","RPL34"
"BAP1","RPL34"
"RPL34","STIP1"
"RPL34","TNIP1"
"SMARCB1","SMARCD2"
"SMARCA4","SMARCD2"
"PBRM1","SMARCD2"
"CUL3","SMARCD2"
"SIRT1","SMARCD2"
"RECQL4","SMARCD2"
"KPNA2","SMARCD2"
"FOS","SMARCD2"
"GATA3","SMARCD2"
"NFIA","SMARCD2"
"PRMT5","SMARCD2"
"CHD4","SMARCD2"
"MRPS7","TUFM"
"MRPS7","RPL13"
"CUL3","MRPS7"
"MRPS7","RECQL4"
"MRPS7","SRC"
"CLPB","MRPS7"
"CS","MRPS7"
"MRPS7","PMPCB"
"FBXW7","MRPS7"
"KLF15","MRPS7"
"HNRNPA2B1","MRPS7"
"MRPS7","PPM1G"
"BAP1","MRPS7"
"NAT10","OTUB1"
"AURKA","OTUB1"
"DNAJC7","OTUB1"
"OTUB1","SLC25A1"
"CAD","OTUB1"
"OTUB1","SLC3A2"
"MAP3K5","OTUB1"
"OTUB1","RUFY1"
"OTUB1","PSMD13"
"IRF7","OTUB1"
"OTUB1","USP21"
"NFKBIA","OTUB1"
"EWSR1","OTUB1"
"GSK3B","OTUB1"
"FBXW7","OTUB1"
"NBR1","OTUB1"
"OTUB1","PSMD11"
"OTUB1","RNF40"
"CAPZB","OTUB1"
"BAP1","OTUB1"
"ARHGEF2","PLCG1"
"ARHGEF2","KIF14"
"ARHGEF2","MARK3"
"ARHGEF2","USP21"
"ARHGEF2","RECQL4"
"ARHGEF2","BET1"
"ARHGEF2","PLK1"
"ARHGEF2","VPS33B"
"ARHGEF2","FTSJ3"
"ARHGEF2","FBXW7"
"ARHGEF2","YWHAE"
"ARHGEF2","PRMT1"
"ARHGEF2","CUL3"
"ARHGEF2","CAPZB"
"ARHGEF1","ARHGEF2"
"ARHGEF2","TNIP1"
"HIST2H3A","SSRP1"
"HIST2H3A","NAT10"
"HIST2H3A","WBP11"
"HIST2H3A","HNRNPA2B1"
"HIST1H2BH","HIST2H3A"
"HIST2H3A","SUPT16H"
"CBX5","HIST2H3A"
"HIST2H3A","PRDM1"
"HIST2H3A","SUV39H1"
"HIST2H3A","MCM2"
"HIST2H3A","MCM5"
"HIST2H3A","POU5F1"
"CHD4","HIST2H3A"
"AURKB","HIST2H3A"
"HIST2H3A","KIF14"
"HIST2H3A","PRC1"
"HIST2H3A","TNIP1"
"HIST2H3A","HMGA1"
"BANF1","CHD4"
"BANF1","RECQL"
"ACIN1","BANF1"
"BANF1","TUFM"
"BANF1","HMGA1"
"BANF1","HIST1H3C"
"BANF1","BET1"
"AURKB","BANF1"
"BANF1","KIF14"
"BANF1","PRC1"
"BANF1","SSRP1"
"BANF1","IGF2BP3"
"BANF1","CUL3"
"BANF1","BAP1"
"BANF1","TNIP1"
"CFL1","TPI1"
"CDK2","TPI1"
"PGK1","TPI1"
"ENO1","TPI1"
"ENO2","TPI1"
"STIP1","TPI1"
"EWSR1","TPI1"
"MCM2","TPI1"
"RECQL4","TPI1"
"PMPCB","TPI1"
"PRMT1","TPI1"
"ARL10","TPI1"
"BAP1","TPI1"
"RNF130","TPI1"
"POLD1","TPI1"
"CCT6B","FARSA"
"CUL3","FARSA"
"FARSA","MCM2"
"FARSA","POLD1"
"FARSA","RECQL4"
"FARSA","PSMD14"
"FARSA","KRT8"
"FARSA","POLR2C"
"CAPZB","FARSA"
"FARSA","RUFY1"
"BIRC5","DIABLO"
"AP1B1","DIABLO"
"DIABLO","TRAF2"
"ATAD3A","DIABLO"
"CLPB","DIABLO"
"DIABLO","FLOT1"
"DIABLO","PHB2"
"DIABLO","RHOT2"
"COPS7B","DIABLO"
"DIABLO","SSRP1"
"DIABLO","E2F1"
"DIABLO","YWHAE"
"DIABLO","ECH1"
"CS","DIABLO"
"AURKA","DIABLO"
"CUL3","DIABLO"
"DIABLO","PSMD2"
"DDX47","HDGF"
"AP2M1","DDX47"
"DDX47","POU5F1"
"CHD3","DDX47"
"CHD4","DDX47"
"DDX47","PSMD14"
"DDX47","KIF14"
"DDX47","PRC1"
"BRD1","DDX47"
"AATF","DDX47"
"DDX47","GSK3B"
"DDX47","RECQL"
"DDX47","TNIP1"
"CBX8","CSNK2B"
"CBX8","IGF2BP3"
"CBX4","CBX8"
"CBX8","FTSJ3"
"CBX8","TRIM27"
"CBX8","KIFC3"
"CBX8","TRAF2"
"CBX8","PIBF1"
"CBX8","HOOK2"
"CBX8","PICK1"
"CBX8","KIF14"
"CBX8","FBXW7"
"CBX8","GATA3"
"CBX8","HIST1H3C"
"CBX8","RECQL"
"PLCG1","WDR61"
"RNF40","WDR61"
"CCT6B","WDR61"
"CCT5","WDR61"
"PTPN6","WDR61"
"SUPT5H","WDR61"
"BUB1B","WDR61"
"DCTN4","WDR61"
"NDUFA9","WDR61"
"PGK1","WDR61"
"PPP2R2D","WDR61"
"RECQL4","WDR61"
"SF3B2","WDR61"
"SNRPB","WDR61"
"SSRP1","WDR61"
"CUL3","WDR61"
"BAP1","WDR61"
"RECQL","WDR61"
"REEP5","SMARCA4"
"LEMD3","REEP5"
"ACIN1","REEP5"
"COPE","REEP5"
"CDK2","FEN1"
"FEN1","GSK3B"
"FEN1","SHMT2"
"FEN1","LIG1"
"FEN1","RECQL"
"ENO1","FEN1"
"FEN1","KIF14"
"CAPZB","FEN1"
"FEN1","SSRP1"
"FBXW7","FEN1"
"BAP1","FEN1"
"FEN1","HIST1H3C"
"FEN1","TNIP1"
"AURKB","TFG"
"NAT10","TFG"
"PPP1CA","TFG"
"CUL3","TFG"
"CUL5","TFG"
"EWSR1","TFG"
"MCM2","TFG"
"BET1","TFG"
"KIF14","TFG"
"CAPZB","TFG"
"PRMT1","TFG"
"BAP1","TFG"
"POLD1","TFG"
"EIF5A","PSPC1"
"DDX42","EIF5A"
"EIF5A","PPP1R10"
"EIF5A","PRPF40A"
"CNDP2","EIF5A"
"EIF5A","EWSR1"
"EIF5A","MCM2"
"EIF5A","RECQL4"
"EIF5A","PICK1"
"CUL3","EIF5A"
"EIF5A","XPOT"
"BAP1","EIF5A"
"EIF5A","MAP2K2"
"CCT5","NIPSNAP1"
"ENO1","NIPSNAP1"
"NIPSNAP1","SHMT2"
"NIPSNAP1","PHB2"
"NIPSNAP1","OGDH"
"NDUFA9","NIPSNAP1"
"CS","NIPSNAP1"
"NIPSNAP1","PMPCB"
"NIPSNAP1","TUFM"
"NIPSNAP1","TRAP1"
"NBR1","NIPSNAP1"
"CUL3","NIPSNAP1"
"BAP1","NIPSNAP1"
"PHF5A","SF3B2"
"DDX42","PHF5A"
"MCM2","PHF5A"
"PHF5A","PPP2R2D"
"PHF5A","SETD1A"
"CHD4","PHF5A"
"PHF5A","SNRPB"
"NBR1","PHF5A"
"AURKA","PHF5A"
"MCM7","PHF5A"
"PHF5A","TRAP1"
"AATF","PHF5A"
"FBXW7","PHF5A"
"AKT1","PDPK1"
"PDPK1","PKN1"
"PDPK1","SMARCB1"
"CHD4","PDPK1"
"PDPK1","YWHAE"
"CUL3","PDPK1"
"GSK3B","PDPK1"
"CCDC137","TERF2"
"CCDC137","GLTSCR2"
"CCDC137","CHD3"
"CCDC137","RECQL4"
"CCDC137","PRC1"
"CCDC137","RPL32"
"CCDC137","MYBBP1A"
"CCDC137","FTSJ3"
"CCDC137","RPL13"
"CCDC137","NAT10"
"CCDC137","RNF151"
"CCDC137","FBXW7"
"CCDC137","TNIP1"
"INTS6","ZNF687"
"CHD3","ZNF687"
"BRD1","ZNF687"
"CHD4","ZNF687"
"P4HA1","ZNF687"
"NOTCH2","ZNF687"
"CSNK2B","ZNF687"
"SSRP1","ZNF687"
"DCP1A","UPF1"
"DCP1A","KIAA0430"
"DCP1A","EIF4ENIF1"
"DCP1A","PRMT1"
"DCP1A","ZFP36"
"DCP1A","GSK3B"
"DCP1A","HNRNPA2B1"
"DCP1A","YWHAE"
"GADD45GIP1","TRIM27"
"GADD45GIP1","RPL13"
"CSNK2B","GADD45GIP1"
"GADD45GIP1","IKBKG"
"GADD45GIP1","PTPN6"
"GADD45GIP1","PICK1"
"GADD45GIP1","KIFC3"
"GADD45GIP1","KIF14"
"CS","GADD45GIP1"
"GADD45GIP1","PMPCB"
"GADD45GIP1","TUFM"
"GADD45GIP1","KLF15"
"AURKA","GADD45GIP1"
"FTSJ3","WDR46"
"UPF1","WDR46"
"PAK1IP1","WDR46"
"RPL32","WDR46"
"UTP3","WDR46"
"KIF14","WDR46"
"PRC1","WDR46"
"AATF","WDR46"
"TNIP1","WDR46"
"TACC3","VASP"
"AURKA","TACC3"
"CUL3","TACC3"
"MRPL38","PRPF40A"
"CCT6B","MRPL38"
"MRPL38","TOMM34"
"FLOT1","MRPL38"
"MRPL38","OGDH"
"MRPL38","RPL13"
"KIF14","MRPL38"
"CS","MRPL38"
"MRPL38","PMPCB"
"MRPL38","TUFM"
"KLF15","MRPL38"
"ARHGDIA","EWSR1"
"ARHGDIA","FBXW7"
"ARHGDIA","CUL3"
"ARHGDIA","ENO2"
"ARHGDIA","CBX5"
"ARHGDIA","CDK2"
"ARHGDIA","IKBKG"
"ARHGDIA","HSPB1"
"ARHGDIA","RECQL4"
"ARHGDIA","KIF14"
"ARHGDIA","RPS28"
"ARHGDIA","NBR1"
"ARHGDIA","BAP1"
"ARHGDIA","MAP2K2"
"EMG1","POU5F1"
"EMG1","PRC1"
"AHR","EMG1"
"AATF","EMG1"
"EMG1","HIST1H3C"
"EMG1","TNIP1"
"ARL6IP5","USP9X"
"ARL6IP5","NDUFA9"
"ARL6IP5","HIST1H2BO"
"ARL6IP5","YWHAE"
"ARL6IP5","ST7"
"ARL6IP5","COPE"
"PGD","PGK1"
"PGD","TRAP1"
"CDK2","PGD"
"CS","PGD"
"DNAJC7","PGD"
"PGD","PRMT1"
"BAP1","PGD"
"MAP2K2","PGD"
"CUL3","MRPL49"
"MCM2","MRPL49"
"MRPL49","RECQL4"
"CS","MRPL49"
"MRPL49","PMPCB"
"MRPL49","TUFM"
"AURKB","MRPL49"
"CCT5","PPP2R4"
"PPP2R4","PPP4C"
"AURKB","PPP2R4"
"AKT1","PPP2R4"
"GSK3B","PPP2R4"
"PPP1CA","PPP2R4"
"CLK2","PPP2R4"
"NBR1","PPP2R4"
"INTS6","PPP2R4"
"AURKB","DTL"
"DTL","YWHAE"
"DTL","GPS1"
"CCT6B","DTL"
"CCT5","DTL"
"CDK2","DTL"
"CUL3","DTL"
"DTL","FBXW7"
"DTL","HNRNPA2B1"
"POLA2","POU5F1"
"MCM5","POLA2"
"POLA2","SSRP1"
"CUL3","POLA2"
"LIG1","POLA2"
"CDK2","POLA2"
"POLA2","POLD1"
"EIF4G1","POLA2"
"ANKHD1-EIF4EBP3","YWHAE"
"ANKHD1-EIF4EBP3","EIF4ENIF1"
"ANKHD1-EIF4EBP3","SDCCAG3"
"ANKHD1-EIF4EBP3","KRT8"
"ANKHD1-EIF4EBP3","VASP"
"ANKHD1-EIF4EBP3","GSK3B"
"EIF4EBP1","EIF4ENIF1"
"EIF4EBP1","GSK3B"
"EIF4EBP1","PRKCA"
"EIF4EBP1","SHMT2"
"AKT1","EIF4EBP1"
"EIF4EBP1","PICK1"
"EIF4EBP1","EIF4G1"
"EIF3A","EIF4EBP1"
"MTF2","SUV39H1"
"CHD3","MTF2"
"CHD4","MTF2"
"GSK3B","MTF2"
"HSP90AB1","MTF2"
"HMGA1","MTF2"
"HIST1H3C","MTF2"
"COPS7A","CSNK2B"
"COPS7A","CUL3"
"COPS7A","GPS1"
"COPS7A","PRMT5"
"COPS7A","MCRS1"
"COPS7A","COPS7B"
"COPS7A","CUL5"
"COPS7A","GRK5"
"COPS7A","DET1"
"COPS7A","RHOBTB1"
"COPS7A","RECQL4"
"COPS7A","HSP90AB1"
"COPS7A","PLCG1"
